Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	4	241	15	2	82099	82099	13	1309732	76914	0.058725	0	0	1.617488	L*	addAllPrefixesToS	0	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	72338	72338	19	1177422	67740	0.057532	0	0	1.265339	L*	addAllSuffixesAfterLastStateToE	1	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	72339	72339	19	1177436	67740	0.057532	0	0	1.539716	L*	addSuffix1by1ToE	2	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	72358	72358	20	1177572	67740	0.057525	0	0	1.380857	L*	addSuffixAfterLastStateToE	3	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	72400	72400	20	1178009	67740	0.057504	0	0	1.410673	L*	addSuffixToE_binarySearch	4	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	271345	271345	5	5690809	611115	0.107386	0	0	3.993593	OP	AllGlobally	5	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	83321	83321	5	1356484	67740	0.049938	0	0	0.783028	OP	OneGlobally	6	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	69127	69127	50	1113735	54395	0.048840	0	0	0.642336	OP	OneLocally	7	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	47162	47162	240	555475	8869	0.015967	0	0	0.324830	DT		8	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	12496	12496	235	201131	8869	0.044096	0	0	0.206315	TTT		9	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	65941	65941	5	1069076	67740	0.063363	0	0	0.884467	Quotient		10	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	725301	725301	1	12120266	737661	0.060862	0	0	491.990452	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	8578	11608	164	138719	11607	0.083673	0	0	10.719025	Hlearner	ExtraStates:0+EQ	12	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	55969	111657	1	964841	111656	0.115725	0	0	121.700555	Hlearner	ExtraStates:1+EQ	13	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	7991	14217	48	129662	14216	0.109639	0	0	368.314072	SPYlearner	ExtraStates:0+EQ	15	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	67485	78118	1	1125628	78117	0.069399	0	0	24704.786491	SPYlearner	ExtraStates:1+EQ	16	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	7726	13295	67	125168	13294	0.106209	0	0	502.867136	Slearner	ExtraStates:0+EQ	18	TeacherDFSM		DFA_R241_sched5.fsm
1	4	241	15	2	57725	71249	1	957847	71248	0.074383	0	0	5178.732631	Slearner	ExtraStates:1+EQ	19	TeacherDFSM		DFA_R241_sched5.fsm
